SMILES,LogS
OC1C2(C)C(C)(C)C(C1)CC2,-2.319
O=C(O)C1(C)C(C)(C)C(C)CC1,-3.027
O([C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1)[C@@H]1C=C2[C@@](C)(C3C([C@]4(O)[C@@](C)([C@@H](C5=COC(=O)C=C5)CC4)CC3)CC2)CC1,-3.9549999
O(C)c1c(O)c2c(cc1)CC1N(C)CCC32C1C=CC(=O)C3,-1.842
O=C(O[C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)CC,-5.0100002
O=C(O)C1(C)CC(C)(C)C(C(=O)O)C1,-1.6390001
CC1(C)OC2(C)CCC1CC2,-1.6440001
O=C(O)C1(C)OC(C)(C)C(C(=O)O)CC1,-1.189
S(=O)(=O)(c1sc(N)nc1)c1ccc(N)cc1,-2.8050001
ClN(Cl)S(=O)(=O)c1ccc(C)cc1,-3.4660001000000005
O=C(O)C[C@@H]1C(C)(C)[C@H](C(=O)C)C1,-0.57499999
O=C(O)CC[C@@H](C)[C@@H]1[C@]2(C)C(C3[C@H](O)CC4[C@@](C)(C3CC2)CC[C@@H](O)C4)CC1,-3.6400001
O=C1C2(C)C(C=3C(c4c(cc(O)cc4)CC=3)CC2)CC1,-5.2789998
O=C1C(O)=CC2=C3C(O)(COc4c(O)c(O)ccc34)CC2=C1,-2.6989999
O=C(O)CNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4,-5.1500001
O(C)c1c(OC)cc(C2c3c(C(O)C4C2C(=O)OC4)cc2OCOc2c3)cc1OC,-3.6170001
O=C1N(C)C(=O)c2n(CC(O)CO)cnc2N1C,0.117
c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,-7.861000099999999
O(C1C(O)C(O)C(O)C(CO)O1)C1OC=CC2C(O)C=C(CO)C12,0.012
O=C(O)c1c(O)cc(C)cc1O,-2.05
O=C1C(C)=CC(=O)c2c(O)cccc12,-2.7969999
O=C(O)c1c(-c2c(C(=O)O)cccc2)cccc1,-3.3840001
O(C)c1c(CC=C(C)C)c2OC(=O)C=Cc2cc1,-4.309
O=C1N2C(=CC=C1)C1CNCC(C2)C1,0.36300001
O=C1[C@H](C)C2C([C@H](C)CC2)CO1,-1.925
OC(c1c2c(ncc1)cccc2)C1N2CC(CC)C(C1)CC2,-2.6270001
O[C@@H]([C@H]1N2CC(C=C)C(C1)CC2)c1c2c(ncc1)cccc2,-3.168
O=C(O)CCC1=C(C)C(=O)NC1=O,-0.66100001
OC1C(O)C(O)CC(O)C1O,-0.17399999
C(C)(C)c1cc-2c(C)ccc-2c(C)cc1,-5.4749999
O=C(O)c1c(C(=O)O)cc2OCOc2c1,-1.544
O=C1NC=Cc2c1cccc2,-2.484
O=C(O)C(=C)c1ccccc1,-2.0569999
O[C@H]([C@@H](N)C)c1ccccc1,-0.87900001
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)O1,0.44299999
S(=O)(=O)(O)c1cc2c(cc1)ccc(N)c2,-3.0480001
O=C(N/N=C/c1c(O)cccc1)c1ccncc1,-3.683000100000001
c12c(cccc1)CCC2,-3.0350001
N1c2c(cccc2)CC1,-1.043
O=C(O)C=1OC(C(=O)O)C(=O)C(=O)C=1,-1.3769999999999998
O=C(O)C1=C(O)C(=O)C=C(C(=O)O)O1,-1.3769999999999998
O=C(C)c1cc(OC)c(O)cc1,-1.5219999999999998
OC(C)(C)C1CC(O)C(C)=CC1,-0.72600001
O=C1C(C)CCC(C(C)C)=C1,-1.844
Oc1c(C)ccc(C(C)C)c1,-2.0799999
O=C(O)c1nccc(C(=O)O)c1,-1.827
O=C(O)c1nc(C(=O)O)ccc1,-1.524
O=C(OC1CC(C)(C)NC(C)C1)c1ccccc1,-1.9220001
O=C(O)C(=O)Nc1ccccc1,-1.3019999999999998
O=C(O)CCc1ccccc1,-1.406
S(=O)(=O)(O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,-3.861000100000001
S(SC(=S)OCC)C(=S)OCC,-4.9439998
O=C(CCCC)CCCC,-2.5929999
O1CCC1,1.2359999
O=C(O)/C=C\C,1.0650001
Nc1ncccc1,0.97600001
S1CCSCC1,-1.6030000000000002
O=C(O)CCCCCCC(=O)O,-1.165
O=C(O)CCCCCCCCCCCC(=O)O,-2.2119999
O=[N+]([O-])NCCN[N+](=O)[O-],-1.8150001
OCCC=C=CC#CC#C,-1.891
O[C@@H]1C2(C)C(C)(C)C(C1)CC2,-2.3199999
O=CC12C(O)(CC(OC3C(O)C(O)C(O)C(C)O3)CC1)CCC1C3(O)C(C)(C(C4=CC(=O)OC4)CC3)CCC21,-3.0420001
O=C1C(CC)(C(=O)NC(=O)N1)C1=CCCCCC1,-3.0009999
Clc1ccc(C(O)(C(=O)OCC)c2ccc(Cl)cc2)cc1,-4.3979998
O=C(O)C(C(=O)O)(CC)CC,0.60799998
O=CC12C(OC3C(O)C(O)C(O)C(CO)O3)(C=CCC1)CCC1C3(O)C(C)(C(C4=COC(=O)C=C4)CC3)CCC21,-2.2260001
P(=O)(OC)(OC)OC,0.55299997
O=C(O)C12C(C)(C)C3CC1C2C3,-2.9419999
P(=O)(OCCC)(OCCC)OCCC,-1.541
ClC=C(C)C,-1.957
OC(C(O)C)C,1.045
O=C(C(O)C)C,1.0549999
O=C(O)[C@@]1(C)C2[C@@](C)(C3C(C=C(C(C)C)CC3)=CC2)CCC1,-3.796
O=C1C2(C)C(C3C(C4(C)C(CC(O)CC4)CC3)C(O)C2)CC1,-3.5929999
O=C(O)C(C(=O)O)C,0.75999999
O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,-5.244
O(C)c1c(OC)cc(C2c3c(c(O)c4OCOc4c3)CC3C2C(=O)OC3)cc1OC,-4.5029998
O=C1OC2(c3c1cccc3)c1c(Oc3c2ccc(O)c3)cc(O)cc1,-3.823
O=C(C)C1C(=O)OC(C)=CC1=O,-2.3870001
O=C1CC2[C@@](C)(C3C(C4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,0.257
Brc1c(O)c2ncccc2c(Br)c1,-4.1939998
S(=O)(=O)(O)c1c2c(cc(S(=O)(=O)O)cc2)ccc1,0.54000002
O=C(O)C(N)Cc1n[nH]c2c1cccc2,-1.409
Cc1c(C)cccc1C,-3.204
Oc1c(C)cc(C)cc1C,-2.0550001
O=C(O)c1sccc1,-1.233
O=[N+]([O-])c1c([N+](=O)[O-])cccc1,-3.102
O=C(O)c1c(C(=O)O)ccc(C(=O)O)c1,-1.0
O=[N+]([O-])c1c([N+](=O)[O-])ccc(C(=O)O)c1,-1.5
O=C1NC(N)=NC=2NC(=O)C=NC1=2,-4.5419998
ClC(Cl)C(=O)NC(C(O)c1ccc([N+](=O)[O-])cc1)COC(=O)CCCCCCCCCCCCCCC,-2.7279999
C(=C)(c1ccccc1)c1ccccc1,-4.4359999000000006
FC(F)(F)c1cc(Nc2c(C(=O)O)cccc2)ccc1,-4.4899998
O/N=C\1/C(=N/O)/CCCCC/1,-1.425
Clc1c(OCC(=O)OCC)ccc(Cl)c1,-3.3510001000000003
S=C1N(C)CN(C)CS1,-1.733
S=C(NC)NC,0.98199999
O(C(OC)C)C,1.045
Clc1cc(C(=O)O)ccc1,-2.5409999
Clc1nc(N(C)C)cc(C)n1,-1.261
O=C(O)c1ccc(C(C)C)cc1,-3.036
C(C)c1ccncc1,-0.001
BrC=1C(=O)C(Br)=CC(=NCl)C=1,-3.707
O=C(O)C(NC)Cc1ccc(O)cc1,-2.132
O=C(Nc1cc(C)ccc1)C,-2.0910001
ClCCN(CCCl)CC,-3.027
C(Cc1ccccc1)(C)C,-4.1230001000000005
N(=Nc1ccc(N)cc1)c1ccc(N(C)C)cc1,-4.5939999
O=C(O)/C=C/c1occc1,-1.839
O=C(OCC)CCCC,-1.77
O=C(OCCCCC)CCC,-3.4210000000000003
Fc1ccc(F)cc1,-1.971
O=C(OCC(C)C)CC,-1.8839999
O(C)C1CC1,-0.118
ClCCC,-1.461
ClC=CCl,-1.442
O(CC)C,-0.079999998
N(NC)C,1.221
O=C(OC(C)(C)C)C,-1.1440001
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.941
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.339000200000001
ClC(Cl)CCC,-2.4030001
O=C(O)CC(N)C,0.98699999
S=C(NC(=S)N)N,-1.7
Clc1cc(Cl)ccc1,-3.0699999
O=C1OC(C)=CC(=O)C1,-1.118
O=COCC(C)C,-1.001
ICCCC,-2.96
Cl/C=C/CCl,-1.598
C=1C=CCC=1,-1.5650001
O=C(O)CNC(=O)C,-0.64899999
O=[N+](OCC(C)C)[O-],-1.952
OC(CCCCC)C,-1.551
ClCCCCC,-2.733
O=[N+](OCCC(C)C)[O-],-2.4809999
O(CCC(C)C)CCC(C)C,-2.898
N#CCCCC#N,1.026
C1=CC=CCC=C1,-2.1719999
C(CCCCCCCC)CCCCCCC,-8.401
S(=O)(=O)(Nc1ccc(S(=O)(=O)N)cc1)c1ccc(N)cc1,-2.7590001
O=C(OC)C(O)C,0.98299998
O=C(O)CCC(C)C1C2(C)C(C3C(O)C(O)C4C(C)(C3CC2)CCC(O)C4)CC1,-4.3460002
O=C(OC)C1=COC(OC2C(O)C(O)C(O)C(CO)O2)C2C(C)CC(=O)C12,-0.26499999
O=C(O)c1c(O)c(C(C)C)ccc1C,-3.2880001000000005
O=[N+]([O-])c1ccc(N2C(=O)C([N+](=O)[O-])C(C)=N2)cc1,-1.4680001
S=C=Nc1c2c(ccc1)cccc2,-4.6020002
Clc1c(O)c(Cl)cc(Cl)c1C,-3.276
O=[N+]([O-])c1c(C(=O)O)cccc1,-1.3279999
O=[N+]([O-])c1c(NC(=O)C)cccc1,-1.909
O=[N+]([O-])c1c(C=O)cccc1,-1.814
c1(-c2ccncc2)ccncc1,-1.538
O=C(NN)c1cnccc1,-0.13699999
O=C(OC)C(=O)OC,-0.292
Clc1c(N)ccc(Cl)c1,-2.4170001
O=[N+]([O-])c1cc(O)ccc1,-1.013
O=[N+]([O-])c1cc(OC)ccc1,-2.4860001
O=C(O)[C@@](N)(Cc1cc(O)c(O)cc1)C,-1.325
Clc1c(Cl)ccc(NC(=O)N(CCCC)C)c1,-4.7579999000000015
N(N)Cc1ccccc1,0.91299999
O=C(O)[C@H](N)Cc1ccc(O)cc1,-2.605
O=C(O)C(N)Cc1ccc(O)cc1,-2.6559999
O=C(O)CNC(=O)CN,0.098999999
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.772999799999999
O=[N+]([O-])NC(=N)N,-1.374
O=C1N=CC=CN1,0.67500001
O(CCC)C,-0.38600001
O(CC=C)CC=C,-0.021
BrC(Br)(Br)Br,-3.1400001
S(F)(=O)(=O)C,-0.51499999
ClCC(O)(C)C,0.16
C(C(C)C)=C,-2.7320001
ClCC(=C)C,-1.811
Cl/C(=C/Cl)/C,-1.614
O=C(C(C)C)C,-0.15099999
C(C(CC)C)(C)(C)C,-4.678
O=C(N)C=1C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)C3C(O)C2C(N(C)C)C=1O,-2.8480000000000003
OC1(C)C(O)C(O)C(O)C(O)C1O,-1.655
O=C(O)C(N)(C)c1ccccc1,-0.537
O=C(C(CC)C)C,-0.68099999
O=C(C(C)C)CC,-0.81
BrC(C(=O)O)C(C)C,-1.102
C(C(C)C)(C(C)C)C,-4.6960001
O=C(O)C(O)C(N)C,-0.35299999
S(=O)(=O)(O)c1c2c(c(O)c(N)c1)cccc2,-2.744
O(C)c1c(OC)ccc2c1C(=O)OC2,-1.89
O=C(O)c1c(C(=O)O)cccc1C(=O)O,-0.83700001
Cc1c2c(c(C)cc1)cccc2,-4.137000100000002
Cc1c2c(c(C)ccc2)ccc1,-4.756
Cc1c2c(cc(C)c1)cccc2,-4.2909999
Clc1c(OCC(=O)O)c(Cl)cc(Cl)c1,-3.013
Oc1c(C)cccc1C,-1.3049999
O(CC)c1n(C)c2C(=O)N(C)C(=O)N(C)c2n1,-1.9
Nc1c2c(nc3c(c2)cccc3)ccc1,-4.2199998
Oc1c2c(nccc2)ccc1,-2.5420001
O=C(N(C)c1ccccc1)C,-0.95099998
O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,-1.933
O=C(C(O)c1ccccc1)c1ccccc1,-2.8499999
O=C(O)c1c(OC)cccc1,-1.483
Oc1cnc2c(c1)cccc2,-2.392
Oc1cc2ncccc2cc1,-2.5039999
Clc1nc(N(CC)CC)nc(N(CC)CC)n1,-4.4109998
Cc1c(C)cc2c(c1)cccc2,-4.895
c1(-c2cnccc2)ncccc1,-0.59200001
O=[N+]([O-])c1cc2c(cc1)cccc2,-4.2729998
OC1C(C2OC(C)(C)OC2)OC2OC(C)(C)OC12,-0.78500003
S=C1Nc2ncncc2N1,-2.5239999
OC(CO)CC,1.045
O=C(OC1C(C)=C(CC=C)C(=O)C1)[C@@H]1[C@@H](C=C(C)C)C1(C)C,-4.8179998
O=C(NC(C(=O)O)C)N,-0.78500003
Brc1oc(C(=O)O)cc1,-1.939
Brc1cc([N+](=O)[O-])ccc1,-1.3049999
O(C(C(O)C(O)CO)C(O)CO)C1C(O)C(O)C(O)C(CO)O1,0.287
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,-1.663
Brc1c(C(=O)O)ccc(C(=O)O)c1,-2.1340001
OCc1ccncc1,0.96200001
ClCC(OC(=O)N)CCl,-1.36
IC=1C(=O)C(I)=CN(CC(=O)OCCC)C=1,-3.5039999
Clc1cc(Cl)cc(OCC(=O)O)c1,-2.362
Clc1cc(OCC(=O)O)ccc1,-2.1949999
OCc1ccc(C)cc1,-1.2
OCc1ccc(CO)cc1,-0.38600001
C(CCC)(CC)C,-4.3060002
O=C(CCC)CC,-0.833
OC(CCC)CCC,-1.393
C(CCCC)(CC)C,-5.1589999
OC(CCCC)CC,-1.4630001
CC1CCC(C)CC1,-4.4660001
OC1CCC(C)CC1,-0.88200003
Cc1ncc(C)cc1,0.40099999
Br/C=C\Br,-1.319
I/C=C\I,-2.7809999
I/C=C/I,-3.277
C(CCCC)(C)(C)C,-5.7570000000000014
O=CCC(C)C,-0.78899997
S=C(NC(=O)C)N,-0.96499997
O=C1OC(C)=CC1,-0.29300001
Brc1cc(O)ccc1,-0.87599999
Cc1cc(C)cnc1,-0.51099998
Clc1cc(Cl)cc(O)c1,-1.4809999
CC1=CCCCC1,-3.267
Ic1ccccc1,-2.7780001
C(CCCC)(C)C,-4.5960002
O=C(N/N=C/C)N,-0.542
O=C(OCC=C)C,-0.55299997
C(=C)CC=C,-2.0869999
C(=C)CCCC,-3.2260001
O=COCCCC,-1.131
C(CCCCCCCCC)CCCCCCCC,-7.627999799999999
[As]C,-3.0339999
FC,-0.176
ClCF,-0.81900001
ClC(CC)(C)C,-2.5109999
BrC(Br)(Br)C(=O)N,-1.267
OC(C(C)C)(C)C,-0.37099999
ClC(Cl)([N+](=O)[O-])C,-1.76
OC(C(C)C)(CC)C,-0.85000002
ClC(Cl)([N+](=O)[O-])CC,-1.5
O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1,-3.7609999
O=[N+]([O-])C(CO)(CO)CC,0.82599998
S(=O)(=O)(CC)CC,0.043000001
OC(CC)(CC)CC,-0.83999997
O=C(N)C(O)(CC(=O)N)CC(=O)N,-0.84500003
OC(CCC)(CCC)C,-1.587
ClCC1(C)OC1,-0.55000001
BrC(Cl)CBr,-2.5550001
O=C(NC)N,1.13
BrC(Br)C(=O)N,-1.057
OC(C(C)C)C,-0.197
ClC(Cl)C(Cl)C,-1.89
ClC(C(=O)O)C,0.96399999
ClC([N+](=O)[O-])C,-1.4369999999999998
S(=O)(=O)(Oc1c(C)cccc1)c1ccc(C)cc1,-3.9419999
O=C(C(=O)C)CC,-0.176
ClC([N+](=O)[O-])CC,-1.189
O=C(O)C(C(=O)O)CC,0.73199999
O=NN(C(C)C)C(C)C,-1.001
O=[N+]([O-])c1c(O)cccc1O,-2.073
O=C1N(C)C(=O)c2n(CC(O)C)cnc2N1C,0.62300003
O=C1c2c(C(=O)c3c1cccc3)ccc(O)c2,-5.309
O=C(OC(C)C)c1c(C(=O)OC(C)C)cccc1,-2.8770001
Ic1c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I)c(I)cc(I)c1C(=O)O,-3.3940001000000004
O=C(OC)c1c(C(=O)c2ccccc2)cccc1,-3.4779998999999995
O=C1N(C)c2c(cccc2)C=C1,-1.0470001
O=[N+]([O-])c1cc2c(-c3c(cccc3)C2)cc1,-5.9899998
Oc1c2c(nc(C)c1)cccc2,-1.202
Oc1c(C)c(O)ccc1,0.32600001
O=C(O)C(C(C(=O)O)C)C,0.31200001
O[C@@H]([C@@H](O)[C@H](O)CO)[C@@H](O)CO,-0.76899999
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,-5.4790001
Clc1c(Cl)c(O)cc(Cl)c1O,-1.533
O=[N+]([O-])C(CO)CC,-0.34400001
Clc1c(O)c([N+](=O)[O-])cc(Cl)c1,-4.0879998
O=[N+]([O-])c1c(N)c(C(=O)O)cc([N+](=O)[O-])c1,-3.1010001
O=C(O)c1c(O)c(C=O)ccc1,-2.4419999
O=[N+]([O-])c1c([N+](=O)[O-])ccc(C)c1,-3.26
Cc1c2c(cc3c(c2)cccc3)ccc1,-5.8540001
O=[N+]([O-])c1cc2C(=O)OCc2cc1,-2.651
Oc1c2c(ncc1)cccc2,-1.4809999
O=[N+]([O-])c1c(CO)cccc1,-1.4859999
Cc1cc2c(cc3c(c2)cccc3)cc1,-6.954999900000002
Nc1cc2c(cc3c(c2)cccc3)cc1,-5.1719999
Cc1ccc(-c2ccc(C)cc2)cc1,-6.0180001
O=C(OCC)c1cnccc1,-0.43099999
Clc1c(OCC(=O)O)cccc1,-2.164
O=C(Nc1c(O)cccc1)C,-2.2349999
Cc1[nH]c2c(n1)cccc2,-1.96
Ic1c(Cl)cccc1,-3.54
Ic1c(I)cccc1,-4.2399998
O=NN(C(=O)OCC)C,-0.55299997
Brc1c(Br)ccc(Br)c1,-4.808000099999999
Clc1c(O)ccc(O)c1,0.80500001
ClC(CC)CC,-2.6300001
OC(C=C)CC,0.02
N(CC)(CC)C,1.0599999
Cn1cncc1,1.086
O=C(O)C(C(=O)O)CCC,0.68000001
O=C(O)c1c(O)ccc(C=O)c1,-2.635
O=[N+]([O-])c1cc(C(=O)O)c(N)cc1,-2.26
O=[N+]([O-])c1cc(C(=O)NCC(=O)O)ccc1,-1.7819999
OC(C(C)C)CCC,-1.3090000000000002
O=C(OC)/C(=C\C(=O)OC)/C,-0.74299997
O=CN(CC)CC,0.995
S(=O)(=O)(O)c1cc(N)c(C)cc1,-1.0319999
S(=O)(=O)(O)c1cc(N(C)C)ccc1,0.29800001
Clc1oc(C(=O)O)cc1,-1.719
Ic1cc(C(=O)O)ccc1,-3.2709999
O=[N+]([O-])c1cc(CO)ccc1,-2.414
Ic1ccc(C(=O)O)cc1,-3.9630001
O=[N+]([O-])c1ccc(CO)cc1,-1.8839999
O=C(O)C1CCC(C(=O)O)CC1,-2.3329999
O=C(Nc1ccccc1)CC#N,-2.727
O=C(O)Cc1cc(O)ccc1,0.81800002
N(CCCCC)(CCCCC)CCCCC,-4.033
O(CCO)Cc1ccccc1,-0.70499998
S=C=NCc1ccccc1,-3.1359999
C(=C)c1ccc(C)cc1,-3.1229999
OCc1ccc(O)cc1,-1.268
Clc1ccc(OC)cc1,-2.779
O=C(OCC)NCC,0.55500001
O=C(OC(COC(=O)C)C)C,-0.205
O=[N+](OCC(O)CO[N+](=O)[O-])[O-],-0.366
OC(CCCC)CCCC,-2.4949999
O=C(OC)CCCC,-1.3609999
Ic1ccc(I)cc1,-5.3720002
O=C(OC)/C=C\C(=O)OC,-0.25600001
OC(CCCCCC)CC,-2.661
OCCC(C)(C)C,-1.131
OC(CC(C)C)(C)C,-0.93199998
O=C(NC(CC)(C)C)N,-1.0140001
OC(CCCCC)(C)C,-1.717
O(CC(C)C)C,-0.89999998
O=C(O)COC,1.045
O=[N+]([O-])CCO,1.041
O(C(C)C)CC,-0.56099999
Ic1cc(Cl)ccc1,-3.55
Ic1cc(I)ccc1,-4.5700002
OCc1cc(CO)ccc1,-0.233
Brc1cc(Br)cc(Br)c1,-5.5999999
O=C1NC(=O)C=C(C)N1,-1.256
Oc1ccncc1,1.022
S(SCCC(N)C(=O)O)CCC(N)C(=O)O,-3.128
O=C(OCC)CCCCC(=O)O,-0.36000001
OC(CCCC)C,-0.87300003
O=[N+]([O-])CCCC,-1.351
O(C(C)C)CCC,-1.337
O=C(OCCC)N,-0.13
C(#C)CCC,-1.6369999999999998
C(=C\C)\CC,-2.5380001
ClCCOC,-0.072999999
OC(CCC(C)C)C,-1.375
O(CCC)CC,-0.68000001
C1=CCC=CC1,-2.059
O=C(OCCCCC)C,-1.8839999
C(#C)CCCCC,-3.01
O=[N+](OCCO[N+](=O)[O-])[O-],-1.35
OC(CCCCCCC)C,-2.7460001
BrCCCCCCC,-4.4310002
C(#C)CCCCCC,-3.6619999
O(CCOCC)CC,-0.15000001
C(CCCCCC)CCCCCC,-7.593999900000001
C(CCCCCCC)CCCCCC,-7.954999900000002
C(CCCCCCC)CCCCCCC,-9.4460001
C(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,-8.4750004
ClC(Cl)(Cl)CCl,-2.1960001
O=C1C(CC)(c2ccccc2)NC(=O)N1,-2.1700001
O=C(O)C(CC(=O)O)(CC)C,-0.017000001
O=C(N(C)C)N(C)C,0.935
O=C(O)c1c(C(=O)O)nccc1C(=O)O,-1.245
Brc1c(C(=O)O)c(Br)cc(Br)c1,-2.0109999
Clc1c(Cl)c(Cl)ccc1Cl,-4.5619998
O=C(O)CCc1c(C)c(/C=C\2/C(C=C)=C(C)C(=O)N/2)[nH]c1Cc1c(CCC(=O)O)c(C)c(/C=C\2/C(C)=C(C=C)C(=O)N/2)[nH]1,-4.8130002
S=C1NC(=O)C(C)=CN1,-2.4460001
Brc1c(Br)cc(Br)c(Br)c1,-6.992999999999999
O=C(O)c1c(O)ccc(C(=O)O)c1,-2.783
O=C(OC(C)C)CC,-1.291
Ic1ccc(Cl)cc1,-3.54
O(C(C)(C)C)CC,-0.93000001
CC1SC(C)NC(C)S1,-1.368
S=P(SCCSCC)(OC)OC,-3.0910001
FCC(=O)N,1.113
Cc1ccc(-c2ccccc2)cc1,-4.618
O(OC(=O)c1ccccc1)C(=O)C,-2.45
Oc1ccc(CCC)cc1,-2.027
O=C/C(=C/CCC)/CC,-2.3329999
O1COCC1,1.13
S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,-2.5840001
O=C(O)C(N)CCO,0.92400002
O(C)c1nc(NCC)nc(NCC)n1,-1.79
O=C(O)[C@H](N)Cc1ccccc1,-0.76800001
BrCC(=O)N,0.064000003
O=NN(C(=O)N)C,-0.85500002
C(#C)C=C,-1.464
O=[N+](OCCOCCO[N+](=O)[O-])[O-],-1.7009999999999998
O=C(O)CCCCCCCCCCC(=O)O,-3.76
O=C1N(C)C=CC=C1,0.96200001
N(C)c1cc(C)ccc1,-2.05
Oc1c(C)c(C)cc(C)c1,-2.2520001
Oc1cc(CC)cc(C)c1,-1.7690001
O=[N+]([O-])c1c(O)cc(C)cc1,-2.7509999
Nc1nc2nccnc2cn1,-2.2980001
O=C(O)C(N)Cc1c(O)cccc1,-1.957
Clc1c(Cl)ccc(NC(=O)CC)c1,-3.1570001
O=[N+]([O-])c1ccc(C(O)C(N)CO)cc1,-1.9119999
O=[N+]([O-])c1oc(/C=C/C=N/NC(=O)N)cc1,-3.1440001
S(=O)(=O)(Nc1oc(C)c(C)n1)c1ccc(N)cc1,-2.2019999
O=[N+]([O-])c1ccc(N=Nc2ccc(N)cc2)cc1,-5.8530002
S=P(SCN1C(=O)c2c(C1=O)cccc2)(OC)OC,-4.1139998
Oc1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,-3.875
O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,-2.8610001
S(=O)(=O)(NCCSP(=S)(OC(C)C)OC(C)C)c1ccccc1,-4.2010002
O=NN(C(=O)N)CC,-0.95499998
S(C(=O)N(CCC)CCC)CC,-2.7030001
ClC(C=C)CCl,-2.474
O=C(O)C(C(=O)O)CCCCCCCC,-2.9200001
C(=C)(CCC)C,-3.033
O=C(OCC)CCOCC,-0.421
C(=CC=C(C)C)(C)C,-3.5369999
ClC/C=C\CCl,-2.3329999
Nc1nc(C)cc(C)n1,-0.48800001
Nc1nc2ncncc2nc1,-2.3139999
O=C(N)C=1NC(=O)NC(=O)C=1,-2.4920001
O(CC(O)C)c1ccccc1,-1.141
Cc1c2c(cc3c1cccc3)cccc2,-5.867000099999999
Clc1ccc(SCSP(=S)(OCC)OCC)cc1,-5.7360001
O=C(NNC(=O)c1ccccc1)c1ccccc1,-1.5880001
ClC(Cl)(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,-6.619999900000002
P(=O)(OCCC)(OCC)OCC,0.40599999
O=C(OCC)CCCC(=O)OCC,-1.33
O=C(OCCO)C=C,0.935
OCCCC=C,-0.17900001
O=C(CCCCCCC)C,-2.5840001
S(C)c1ncccn1,-0.40200001
Cc1c(C)cc2c(c1)cc(C)cc2,-5.0009999
O=C1N(C)C(=O)c2n(C)c(C)nc2N1C,-1.449
S(C)c1nc(NC(C)C)nc(NCC)n1,-3.0369999
O=C(OCC)C(NC(=O)C)Cc1ccc(O)cc1,-1.859
S(C)c1nc(NC(C)C)nc(NCCCOC)n1,-2.928
O=C(OCCO)C(=C)C,-0.114
O=C(NCCNC(=O)C)C,0.6759999999999999
C(=C)CCCCCCCC,-5.3909998
C(C)c1sccc1,-2.585
Brc1ccc(CO)cc1,-1.929
S(C)c1nc(NC(C)(C)C)nc(NCC)n1,-3.9849999
O=[N+]([O-])c1c2c3c(-c4c(-c3ccc2)cccc4)cc1,-7.103000200000001
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C(=C)C3[C@H](O)C2[C@H](N(C)C)C=1O,-1.768
O=C(OCC)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,-2.753
O(C(CC)(C)C)CC,-2.4630001
O=C(O)C(C(CCC(=O)O)(C)C)C,-1.526
O=C(O)C(N)C(N)C(=O)O,-2.378
S=C(OC(C(=O)O)C)N(C)C,-0.94700003
O=C(NC(C(=O)O)CC(=O)O)N,-1.6780000000000002
O=NN(CCCC)CCCC,-2.096
O=C(NCO)C=C,0.81
S=C(SC(C(=O)O)C)SC(C(=O)O)C,-1.911
O=C(NCCNC(=O)CCC)CCC,-0.62199998
O=C(CCCCC)CCCCC,-3.5320001000000003
BrCCOC(=O)C,-0.67400002
C(#CCC)CC,-2.1670001
O=C1C(N)=CNC(=O)N1,-2.405
O=NN1CCCCCC1,-1.001
Clc1c(O)c(Cl)ccc1Cl,-2.642
O=C1NCCCCCCC1,0.63300002
Cc1nc2ncncc2nc1,0.057999998
O=NN(Cc1ccccc1)C,-1.5219999999999998
Clc1c(Cl)c(Cl)cc(OC)c1Cl,-5.2600002
C(C)c1cc2c(cc1)cccc2,-4.29
S=P(Sc1ccccc1)(OCC)CC,-4.1960001
P(=O)(OCC)(OCC)N=C1SCCS1,-2.5940001
O=C1NCCCCCCCCCCC1,-2.8329999
