SMILES,LC50
CC(=O)c1ccc(N)cc1,2.89
CC(C)OCCO,1.34
CNC(=O)Oc1ccccc1C1OCCO1,3.77
CCOC(=O)NS(=O)(=O)c1ccc(C)cc1,3.64
NC(Cc1ccc(Oc2ccc(O)cc2)cc1)C(O)=O,2.91
NC(=O)c1ccccc1C(F)(F)F,3.75
Fc1cccc(F)c1C(=O)NC(=O)Nc1cc(Cl)c(F)c(Cl)c1F,7.79
OC(=O)C1(CC1)c1ccc2OC(F)(F)Oc2c1,4.51
CC(C)CC1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(N)(=O)=O,3.99
Cc1c(CSc2nc3ccccc3[nH]2)nccc1[N+]([O-])=O,5.49
COc1ccc(CC(C)(NC(N)=O)C(O)=O)cc1OC,2.8
NC(N)=NCC(O)=O,1.75
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.16
Ic1ccc(cc1)-c1ccc(I)cc1,6.45
CCCC[C@H](O)CO,1.82
CCOC=C(C(=O)OCC)C(=O)OCC,4.98
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,5.78
CC[N+]1(C)C2CC(CC1C1OC21)OC(=O)C(CO)c1ccccc1,4.77
CC1CCCCC1OC(C)=O,3.73
CCCCCCCCCCCCNCCC#N,5.63
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,3.67
CN(C)C(=S)SSC(=S)N(C)C,4.76
CCCC(NOCC)=C1C(=O)CC(CC1=O)C1CCCSC1,5.1
CCOP(=O)(OCC)OCC,2.87
COC(=O)C(C)CSC(C)=O,3.66
C=CC(=O)OCCOc1ccccc1,4.35
CCOC(=O)CCCN(C)CCC(=O)OCC,3.55
CCC(C)(OO)OOC(C)(CC)OO,2.98
C(CN1CCCCC1)C(c1ccccc1)c1ccccc1,5.69
C=CC(=O)OCCCCCCCCCCOC(=O)C=C,5.36
CC(=O)CC(=O)OCCNCCc1ccccc1,3.61
CCOC(=O)C1C2CCC(CC1OC(=O)c1ccccc1)N2,5.33
CCCOc1ccc(cc1NC(C)=O)[N+]([O-])=O,4.66
COC(OC)(C(=O)c1ccccc1)c1ccccc1,3.77
Cc1ccc(\C=C2/C3CCC(C)(C2=O)C3(C)C)cc1,6.26
OC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,5.64
COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,3.92
N#Cc1ccccc1C#N,3.06
OCC(Br)C(Br)CO,3.74
CCOC(=O)CCN(C(=O)c1ccc(NC)c(c1)[N+]([O-])=O)c1ccccn1,4.74
CC(=O)Nc1ccc(cc1)C(O)=O,2.84
COP(=O)(OC)Oc1ccc(cc1)[N+]([O-])=O,3.93
C=CCCCCC=C,4.95
Clc1ccc(NC(=O)CBr)c(c1)C(=O)c1ccccc1Cl,6.99
Oc1cc(O)c2ccccc2c1,4.43
CCCC1C(=O)N2N(C1=O)c1cc(C)ccc1N=C2N(C)C,4.84
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,6.46
COP(C)(=O)OC,1.83
CC1(C)[C@H]2CC[C@]1(C)[C@@](C)(O)C2,3.45
CC1CC=C(C)C(=O)C1C,3.55
CCCCOC(=O)CCC(C)=O,3.63
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,5.23
CC1CO1,1.72
Cc1cc(O)c(C)c(C)c1O,3.37
CON(C1CCCCC1)C(=O)c1cc(C)oc1C,4.22
CCN(CC)CCN1c2ccccc2Sc2ccccc12,5.11
Fc1ccc(cc1)N1CCNCC1,3.17
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,5.8
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,5.2
CN1CCN2C(C1)c1ccccc1Cc1cccnc21,4.17
COc1ccc(CO)cc1,2.67
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,3.96
CCOP(=O)(OCC)SCCSCC,4.43
Nc1ccc(Cl)cc1O,3.68
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.17
Oc1ccc(Cc2ccc(O)cc2)cc1,4.57
COCC(C)OCC(C)OCC(C)O,1.91
CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,4.89
O=C1CCCCCN1SSN1CCCCCC1=O,4.5
CCCCCCCCCCCCCCCCOC(=O)C=C,6.1
CCCC(NC)C(=O)c1ccccc1,4.09
Cc1ccccc1N=C(N)N=C(N)N,2.9
CC(C)c1nnc(C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,6.8
C[N+](C)(C)CC(O)CC([O-])=O,1.86
CCOCN(C(=O)C(O)=O)c1c(C)cccc1CC,4.35
OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,3.78
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2nc(ccc2C(O)=O)C(F)(F)F)n1,4.3
COC(=O)C(C)(C)C#N,2.69
OCCN1CCOC11CCCCC1,2.54
CC(=C)c1cccc(c1)C(C)(C)N=C=O,5.51
FC(F)(F)c1cc(ccc1Cl)N=C=O,5.67
CSc1ccc(cc1)C(=O)C(C)C,4.31
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,5.68
[O-][N+](=O)C(Br)=Cc1ccco1,5.57
COC(=O)NC(SC)=NC(=O)OC,4.38
CCCCCCCC(=O)N(C)C,3.98
ClC1C(=O)Nc2cccc(CCOC(=O)c3ccccc3)c12,5.11
Nc1nc(=O)c2ncn(COCC(O)=O)c2[nH]1,3.47
CN(C)CCOC(c1ccccc1)c1ccccc1C,4.59
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,4.47
Clc1ccc(c(Cl)c1)C1(CC=C)CO1,4.53
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,4.88
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,5.83
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.24
c1ccc2c(c1)ccc1ccccc21,5.53
Clc1cc2Oc3ccc(Br)cc3Oc2cc1Cl,6.77
OC(=O)c1cc(Cl)c(Cl)cc1Cl,4.55
CCCCCCCCNCCNCCNCCCCCCCC,6.08
CCOCCOCCOCCOC(=O)C(C)=C,3.13
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,4.68
CCCCCCC(=O)OCC(CC)(COC(=O)CCCCCC)COC(=O)CCCCCC,6.29
Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,7.92
Nc1ccc(Cl)cc1Cl,4.31
FC(F)(F)C=C,4.09
Nc1ccc(F)cc1F,3.26
CCC(C(N)=O)(C(N)=O)c1ccccc1,3.45
CCC(C)c1ccc(O)c(c1)C(C)CC,6.16
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,4.45
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,5.94
CC(C)(C)C1=CC(=Cc2ccccc2)C=C(C1=O)C(C)(C)C,7.12
OS(=O)(=O)C1=CC(=O)C(=O)c2ccccc12,3.5
CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,4.74
CC1C(=O)CCC1=O,1.65
CCCCC(CC)COC(=O)C(C)O,4.0
CCC(C)NCCO,1.7
OCNC(=O)NCO,2.17
COC(=O)c1ccc(nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1)C(F)(F)F,4.64
Fc1c(Cl)ncnc1Oc1ccccc1Cl,5.72
CC(C)(CC(O)=O)C(Cl)CC(Cl)(Cl)Cl,5.05
CC(C)(O)C(=O)c1ccccc1,3.14
CN1CCC(CC1)C1(O)c2ccccc2C=Cc2ccccc12,4.46
Nc1ccc(Cl)c(NC2=NN(C(=O)C2)c2c(Cl)cc(Cl)cc2Cl)c1,6.84
ClC(Cl)C(=O)N1CCOC11CCCCC1,3.69
COP(=O)(CCC(=O)NCO)OC,2.96
Fc1cc(F)cc(Br)c1,4.67
CC(C)C1CCC(C)CC1OCC(O)CO,3.69
CNS(=O)(=O)c1cc(OC)c(N)cc1C,2.96
CC(C)(OO)c1ccccc1,3.41
Oc1cc(Cl)cc2c1NC(=O)OC2(C#CC1CC1)C(F)(F)F,5.64
CC(C)(C)c1ccc(CCO)cc1,4.4
CCC(C)c1cc(ccc1O)C(C)(C)C,5.78
COc1n[nH]c(=O)n1C,3.23
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,4.92
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.14
CC(C)OC(=O)Nc1ccc2nc([nH]c2c1)-c1cscn1,6.13
CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,3.15
CCOC(=O)C1C(C)CCCC1(C)C,4.83
CC(C)(C)C1CCC(=O)C(C1)C(C)(C)C,5.41
CCCCCCOCC(O)CO,2.14
OC(=O)CCCc1c[nH]c2ccccc12,4.08
CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,7.94
Fc1cccc(F)c1C(=O)NC(=O)Nc1ccc(Cl)cc1,5.96
CCOC(=O)C1(CCN(C)CC1)c1ccccc1,4.0
COCC(O)=O,2.37
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,3.99
OS(=O)(=O)c1ccccc1,2.7
SC(=S)N(Cc1ccccc1)Cc1ccccc1,5.21
C[C@H](Cc1ccccc1)N(C)CC#C,3.9
CC1CC(CC(C)(C)C1)OC(=O)c1ccccc1O,5.53
CCC(C)(O)C#CC(C)(O)CC,2.83
OCCSCCO,2.04
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,4.81
CC(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(C)(F)F,6.42
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1,4.68
CCCCCCCCCCCCCCN,5.97
ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,6.76
CCCCOC(CCCC)(OCCCC)OCCCC,5.53
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,5.48
O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.43
CCC(CN1CCOCC1)[N+]([O-])=O,2.35
OCC#CCO,1.63
CCCCCCCCCCCCCCCCCCN,5.74
CCc1cc(CC)c(N)c(C)c1N,3.44
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,5.41
CC(C)NCC(O)COc1ccc(O)c2ccccc12,4.81
CCOC(=O)CC(N)c1ccccc1,3.59
CC1CCC2C(C)(C)C3CC12CCC3(C)O,4.97
CCC1(C)N(Cl)C(=O)N(Cl)C1=O,3.91
CC(C)(CN1CCOCC1)C=O,2.3
Nc1ccc(O)c(N)c1,2.9
OC(=O)C(Cl)COCc1ccccc1,3.33
COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1,4.94
FC(F)(F)c1cccc(c1)N=C=O,4.85
NC(=O)c1cc(ccc1O)C(=O)CN(Cc1ccccc1)Cc1ccccc1,4.49
OCCC#N,1.88
CCOc1ccc2NC(C)(C)C=C(C)c2c1,4.89
CC(O)CN(CCCN(C)C)CC(C)O,1.82
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,4.25
CCN(O)CC,0.97
Clc1cnc(Cl)c(Cl)c1Cl,4.9
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,2.88
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,4.19
CCCCOC(=O)\C=C/C(=O)OCCCC,5.09
CCCCC(CC)COC(=O)c1cc(Br)c(Br)c(Br)c1Br,7.77
CO\N=C(\Cc1cccnc1)c1ccc(Cl)cc1Cl,5.4
CN1COCN(Cc2cnc(Cl)s2)C1=N,3.87
CC(CC=O)CC(C)(C)C,4.82
CC(=O)CC(=O)Nc1ccc(C)cc1C,4.24
CCOC(=O)C(=O)OCC,3.68
CCOC(=O)c1ccccc1S(=O)(=O)N=C=O,4.61
COc1cccc(OC)c1OC,3.58
COc1c(I)cc(cc1C(C)(C)C)-n1ccc(=O)[nH]c1=O,5.93
CCCC[N+](C)(CCCC)CCCC,4.7
COCCOC(=O)C(=C)C#N,3.93
CC1C(C)=C(C)c2ccccc12,5.55
Nc1cnn(-c2ccc(cc2)C(F)(F)F)c(=O)c1Cl,5.38
CNC1=C(C(=O)C(O1)c1ccccc1)c1cccc(c1)C(F)(F)F,6.53
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,4.02
NC(=O)C=C,2.75
CC(C)c1ccc(cc1)-c1ccc(cc1)C(C)C,6.98
Oc1c(cccc1-c1ccccc1)-c1ccccc1,5.71
Clc1ccccc1C#N,3.8
COC(=O)NS(=O)(=O)c1ccc(N)cc1,3.03
CCc1c(Cl)cc(c([O-])c1Cl)[N+]([O-])=O,5.39
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,6.29
ClC(=O)C(Cl)(Cl)Cl,4.38
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,4.49
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,7.48
NC1(CCC=CC1=O)c1ccccc1Cl,3.64
Oc1ccc(Cl)c2cccnc12,3.95
CCCCN(CCCC)C=O,3.51
C1COCCNN1,2.24
CCOC(=O)C(Cl)(Cl)Cl,4.89
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.71
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,5.11
CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.37
Clc1cccc(Cl)c1Nc1ccccc1,6.08
BrCC1CCC1,3.55
Cc1ccc(Cl)cc1C,4.26
Cc1cc(C)[nH]c(=O)n1,1.86
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,4.73
CC(C)n1cc(C(C)=O)c(I)n1,5.72
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.93
CCCCc1c(C)[nH]c(NCC)nc1=O,4.22
CCCCCCCC=O,4.26
CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,5.6
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,4.34
CCCCCCCCCCCC,5.65
COc1ccc(C=CC(=O)C=Cc2ccc(OC)c(OC)c2)cc1OC,4.9
NCCCCN,2.44
CC(=O)CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,4.42
Brc1cc(Br)c(OCC=C)c(Br)c1,6.03
CC(C)(O)CCC(C)(C)O,2.19
CCCS(=O)(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1,4.23
C=CS(=O)(=O)CC(=O)NCCCNC(=O)CS(=O)(=O)C=C,3.36
CC(=C)c1ccccc1,4.17
O=S(=O)(c1ccccc1)n1cccc1,4.49
CC(C)C1(C)N=C(NC1=O)c1nc2ccccc2cc1C(O)=O,5.43
CC(=O)OC\C=C(/C)C=O,4.12
CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12,6.08
OCC(O)=O,1.6
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,5.2
Nc1cc(Cl)c(Cl)cc1S(O)(=O)=O,3.99
FC1(F)C(F)(F)C(F)(F)C1(F)F,4.26
Cc1ccccc1C(O)=O,3.92
CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,5.13
Cc1cc(OCC(O)CO)cc(Br)c1Br,4.28
CCc1cc(Cl)cc2c1oc1cc(Cl)cc(Cl)c21,7.58
Clc1ccc2n[nH]nc2c1,4.14
CC(CCOC(C)=O)CC=O,4.73
Oc1c(cccc1[N+]([O-])=O)-c1ccccc1,5.78
COc1ccc(cc1)C(C)N,3.16
N=C(c1ccccc1)c1ccccc1,4.25
CCCCCCO,2.94
CC(C(O)=O)C(C)(O)C(=O)Nc1cc(Cl)cc(Cl)c1,4.21
CCC(CC)(c1ccc(O)cc1)c1ccc(O)cc1,5.39
CC(=O)NCO,2.34
Fc1ccc(NC(=O)c2cccc(Oc3cccc(c3)C(F)(F)F)n2)cc1,6.02
COc1ccc(Br)cc1Br,5.28
CCOCC(C)OCC,2.42
Cc1cccc(C)c1NC(=O)CS(O)(=O)=O,3.49
CCC(=O)C=CC1=C(C)CCCC1(C)C,4.8
O=C1NOCC1N=Cc1ccc(C=NC2CONC2=O)cc1,3.64
CN(CCc1ccccc1)CCc1ccccc1,4.72
COCC(=O)N(C(C)C(O)=O)c1c(C)cccc1C,3.98
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,7.36
CC(=O)Nc1ccc(\C=N\NC(N)=S)cc1,3.92
COc1ccccc1NC(=O)C(N=Nc1ccc(cc1OC)[N+]([O-])=O)C(C)=O,5.77
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,6.79
c1ccc2nc3ccccc3cc2c1,4.51
C1c2ccccc2-c2ccc3ccccc3c12,6.47
Clc1cc2Oc3cc(Cl)c(Br)cc3Oc2cc1Cl,7.15
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,4.02
CC[N+]1(C)CCCCC1,2.42
CC(C)c1cccc(c1)C(C)CC=O,5.36
C(N1CCNCC1)c1ccccc1,3.55
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,5.27
Oc1ccc(cc1)-c1c(Cl)cc(Cl)cc1Cl,6.03
Oc1ccc(SCCOCOCCSc2ccc(O)cc2)cc1,4.87
Oc1ccc2c(oc(cc2=O)-c2ccccc2)c1O,4.86
Cc1cc(Cl)cc2c3cc(Cl)c(Cl)cc3oc12,7.37
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,5.13
CNCC\C=C1\c2ccccc2COc2ccccc12,4.87
CC[C@H](C)[C@H](N)C(O)=O,1.42
CCCCCCc1ccc(O)cc1O,5.23
CNC1Cc2ccccc2N(C)c2ccccc12,4.88
CC(C)(C)OC(=O)C1=C(CBr)CS(=O)C2C(NC(=O)Cc3ccccc3)C(=O)N12,5.57
CCCCCCCC\C=C/CCCCCCCC#N,5.86
CCCCCCCCC(O)=O,3.82
CCOP(=S)(OCC)SCS(=O)CC,4.48
COc1cc(C=O)ccc1O,3.21
Cc1cccc(C)c1N(CCSCC(O)C(O)=O)C(=O)CO,3.14
NC1=NCC(O1)c1ccc(Cl)cc1,3.95
CC(=O)Nc1ccc(F)cc1-c1ccc(Cl)c(Cl)c1,5.73
CCN(CC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,6.04
Cc1cc(c(O)c(O)c1C)C(C)(C)C,4.81
OCCNC(=O)C=C,3.67
CCCCCC1CCCC(=O)O1,4.36
Nc1ccc(N=Nc2ccc(cc2)S(N)(=O)=O)c(N)c1,3.33
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,3.91
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)n(n1)-c1ccccc1,4.52
COC(=O)\C=C(/C)N,3.59
OCCCOc1ccccc1,2.93
OCc1ccccc1,2.44
Fc1ccc(Cc2ccc(F)cc2)cc1,4.22
CC(C)COC(C)(C)C,3.33
CO\C=C(\C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,6.0
O=c1[nH]nc2ccccn12,3.15
C=CC=O,3.71
c1ccccc1,3.45
CCC(CN(C)C)(CN(C)C)OC(=O)c1ccccc1,3.78
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,4.31
CC(C)(C)C(Br)CBr,5.06
C[CH]O,1.05
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,4.79
OC(=O)CCS,3.14
CN1C(=O)NC(=O)C1(C)C,1.96
Fc1ccc(cc1)C(=O)c1ccccc1F,4.22
CNCCCC12CCC(c3ccccc13)c1ccccc21,5.91
OC1=C(C(=O)OC11CCCCC1)c1ccc(Cl)cc1Cl,5.6
Cc1ccc(N)c(N)c1,2.6
Nc1c(Cl)cccc1Cl,4.61
CC(CC(C)(C)C)=CC(C)(C)C,5.94
CC(C)Oc1cc(c(Cl)cc1Cl)[N+]([O-])=O,5.68
CCCCC(CC)COC(=O)C(C)=C,5.04
CCN,2.28
CN1CCC(CC1)OC(c1ccccc1)c1ccccc1,4.75
CC(C(O)=O)c1ccc2Oc3ncccc3Cc2c1,4.06
CCCN(CCC)c1ccc(N=Nc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)C#N)c(NC(=O)CC)c1,6.98
CCC(C)c1ccccc1OC(=O)NC,4.64
COc1cc(CC(C)N)c(OC)cc1I,4.48
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,4.16
NC(=S)Nc1ccccc1,3.27
CN1CC(=O)N=C1N,2.42
Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3.97
COC(=O)CC(C)C(=O)c1ccc(NC(=O)c2ccc(OC)cc2)c(c1)[N+]([O-])=O,5.84
CCN(CC)C1C=CC(C=C1)=C(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC,7.14
NC(C(N)=O)c1ccc(Cl)cc1,3.0
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,6.46
C\C=C(/C)C(O)=O,3.17
OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,4.93
Cc1ccc(NCCO)c(c1)[N+]([O-])=O,3.6
CC(C)S,2.75
CCC(N)Cc1ccc2OCOc2c1,3.95
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12,4.41
CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(O)=O)cc1,3.87
Cc1onc(c1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1,4.86
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,4.56
OCCOCCOCCOCCO,0.6
CCCCC(=O)NCc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,5.39
C[C@@H](Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,5.06
CN(C)CC(c1ccccc1)c1ccccc1,4.5
CCC(Cl)=O,3.07
NCc1ccccc1,3.0
CN(C)NC(=O)CCC(O)=O,2.63
CCOCC(C)O,1.26
CON,1.94
CN(C)C(Cl)=O,2.85
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccsc2C(O)=O)n1,3.35
Cc1cc(C)c(C)c(C)c1,4.5
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc12,5.62
COc1cc(N)cn[n+]1-c1ccccc1,4.13
CCCCCCCCCCCCCN(CC(C)O)CC(C)O,5.15
CCOC(=O)CCC(N)C(O)=O,2.13
Oc1ccc(cc1[N+]([O-])=O)-c1ccccc1,5.88
OC(=O)c1ccc(OCC=C)cc1,3.68
COC(=O)CSP(=S)(OC)OC,4.56
CCc1ccc(CCc2cccc(O)c2O)cc1,5.51
CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc1ccccc1,6.14
Oc1c(Br)cc(Cl)cc1Cc1cc(Cl)cc(Br)c1O,5.72
CC12CCCCC1C(=O)OC2=O,2.49
Clc1ccc(C(=O)OOC(=O)c2ccc(Cl)cc2Cl)c(Cl)c1,7.19
Cc1cc2[nH]c(=O)[nH]c2cc1N,3.02
CCCCC(CCC)c1ccc(O)cc1,5.73
OC(=O)c1ccc2ncsc2c1,3.88
CCCCCCCCCCCCCCCC(=O)OC(C)C,5.91
COC(=O)N1CC[C@@H]2[C@H]1CCCC2=O,2.43
Clc1ccc(cc1)-c1ccccc1,4.57
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.03
COc1ccccc1OCCN,3.12
Cc1ccc(cc1)S(=O)(=O)N=C=O,4.58
O=[P+]1Oc2ccccc2-c2ccccc12,4.15
OC(COCC=C)CS(O)(=O)=O,3.28
CC(Cl)CCl,2.95
CNc1ccc(cc1[N+]([O-])=O)C([O-])=O,4.37
CN(C)CCN(Cc1cccs1)c1ccccc1,4.89
CCC(C)CC(CC)Nc1ccc(N)cc1,5.01
CS(=O)(=O)Nc1ccc(cc1)C(=O)CCl,3.64
Cc1cccc(C)c1N(CC(O)=O)C(=O)CS(O)(=O)=O,2.98
Nc1ccccc1C(O)=O,3.56
C[C@@H](N)Cc1c2ccoc2c(Br)c2ccoc12,6.47
CCOC(=O)c1ccccc1C(=O)OCC,4.14
CC(O)(CCl)C(O)=O,2.72
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,2.97
Nc1nc(N)c(N=O)c(N)n1,1.71
CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F,5.56
COCC(C)N,1.86
COc1ccc2C(=O)CCCc2c1,3.66
Cc1ccc2nc(sc2c1S(O)(=O)=O)-c1ccc(N)cc1,4.58
NC(=O)N1c2ccccc2C=Cc2cc(O)ccc12,4.33
CCOP(=S)(OCC)SCSC(C)(C)C,6.26
CC(C)(C(O)=O)c1cc(Br)c(O)c(Br)c1,4.92
ClC(Cl)(Cl)C#N,2.96
OC(=O)c1cc(Cl)ccc1O,4.33
CCOC(=O)CC(=O)c1cc(F)c(F)c(F)c1F,5.29
CC(C)COC(=O)C(C)C,3.4
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,2.94
CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](N)CS)C(=O)N1CCC[C@H]1C(O)=O,3.33
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,6.6
O=C(Nc1cnns1)Nc1ccccc1,4.61
CCOc1ccccc1NC(=O)C(=O)Nc1ccccc1CC,4.58
N#CCc1ccccc1,3.27
CC(=O)C(N=Nc1ccc(cc1)C(O)=O)C(=O)Nc1ccccc1,5.15
CCC(=O)c1ccccc1,3.5
OC(=O)c1ccccc1OC(=O)c1ccccc1O,5.17
COC(=O)CC1CCCCC1,4.24
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,3.63
CCCCCCCCCCCC(=O)OC=C,5.97
CN(CC(O)=O)C(N)=N,2.21
O=C(Nc1ccc(Cc2ccc(NC(=O)N3CCCCCC3=O)cc2)cc1)N1CCCCCC1=O,4.84
CCCCCCCC1CCCC(=O)O1,4.79
CC(C)(C)c1cc(C=O)cc(c1O)C(C)(C)C,5.62
CN(C)CCCNC(N)=O,2.64
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,3.44
CC(C)CC(=O)CC(C)C,3.95
CC(=C)C(=O)OC(C)(C)C,4.06
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.83
NC1=C(CCC1)C#N,1.84
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(c1ccccc1)c1ccccc1,4.78
CCC(COCCOCC(C)OC(=O)C=C)(COCCOC(C)COC(=O)C=C)COCCOC(C)COC(=O)C=C,4.84
