SELFIES,true_LogS,guessed_LogS
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][Branch1][C][N][C][=C][Branch1][C][C][C][=C][Ring1][Branch2],-2.1259999,-2.126
[Br][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2],-2.0339999,-2.034
[I][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2],-2.7309999,-2.731
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-2.3239999,-2.324
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],-1.745,-1.745
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][O][C][Branch1][#Branch1][C][Branch1][Ring1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=C],-3.665,-3.665
[Cl][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1],-2.6689999,-2.669
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=N],-1.256,-1.256
[O][=C][Branch1][C][O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2],-1.3769999999999998,-1.377
[O][=C][Branch1][C][O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=N][Ring1][=Branch2],-1.182,-1.182
[O][=C][Branch1][C][O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#C],-1.2589999,-1.259
[O][=C][Branch1][C][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2],-1.052,-1.052
[Cl][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][N][C][=C][Ring1][#Branch2],-2.5380001,-2.538
[Cl][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][O][C][=C][Ring1][#Branch2],-3.0899999,-3.09
[O][=C][C][Branch1][C][O][=C][Branch1][C][O][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][O][Ring1][O],0.35600001,0.356
[Cl][C][=C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][O],-2.266,-2.266
[O][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2],-1.426,-1.426
[O][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],-0.29499999,-0.295
[O][Branch1][C][C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][#Branch1],-0.99000001,-0.99
[O][Branch1][C][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],-0.82200003,-0.822
[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2],-3.7409999,-3.741
[Cl][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2],-3.971,-3.971
[I][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2],-4.533,-4.533
[O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2],-2.221,-2.221
[O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][N],-2.3859999,-2.386
[O][=C][Branch1][N][/C][Branch1][Ring1][/O][C][=C][/C][=Branch1][C][=O][O][C][=Branch1][C][=C][C],-0.93000001,-0.93
[O][=C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][O],0.51999998,0.52
[O][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2],-2.8269999,-2.827
[N][#C][C][=C][Branch1][Ring1][C][#N][C][=C][C][=C][Ring1][Branch2],-2.5109999,-2.511
[C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch2],-5.191999900000001,-5.192
[N][=C][C][=Branch1][=Branch1][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2],0.70499998,0.705
[C][C][=Branch1][#Branch1][=C][C][=C][C][=Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch2],-3.6159999,-3.616
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2],-1.957,-1.957
[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2],-2.8789999,-2.879
[O][=C][O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],-1.886,-1.886
[N][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.0280001,-3.028
[N][Branch2][Ring1][=Branch1][C][C][N][Branch1][=Branch2][C][C][S][C][=C][C][=Ring1][Branch1][C][=N][C][=C][C][=C][Ring1][=Branch1][Branch1][C][C][C],-2.638,-2.638
[N][Branch2][Ring1][#Branch1][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Ring1][=Branch1][Branch1][C][C][C],-2.6389999,-2.639
[Cl][C][=C][Branch1][C][N][C][=C][C][Branch1][#C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][=C][Ring1][Branch2][=C][Ring1][#C],-4.9120002000000005,-4.912
[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][C],-5.183000099999999,-5.183
[O][C][=C][Branch1][C][O][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][#Branch1],-2.7379999,-2.738
[O][C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.9170001,-1.917
[Br][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],-5.553,-5.553
[O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],-3.4809999,-3.481
[O][=C][Branch1][C][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],-3.3110001,-3.311
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],-5.2090001,-5.209
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][#Branch2][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][O],-3.27,-3.27
[O][=C][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2],-2.3199999,-2.32
[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2],-3.5639999,-3.564
[O][=C][Branch1][C][O][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2],-1.092,-1.092
[O][Branch1][Branch2][C][C][Branch1][C][O][C][O][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2],-0.59799999,-0.598
[O][Branch1][C][C][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][Ring2][C][C][=C][=C][Ring1][O],-2.552,-2.552
[O][=C][Branch1][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.812,-1.812
[O][=C][Branch1][Ring1][O][C][C][=C][N][=C][C][=C][Ring1][=Branch1],-0.46000001,-0.46
[Cl][C][=C][Branch1][C][Cl][C][=C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O][C][Branch1][C][Cl][=C][Ring1][=N],-2.9630001,-2.963
[Cl][C][=C][Branch1][C][Cl][C][=C][Branch1][#Branch2][O][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][Cl][=C][Ring1][#C],-3.829,-3.829
[O][=C][Branch1][Ring2][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.319,-2.319
[O][=C][Branch1][=C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-2.6270001,-2.627
[O][=C][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.355,-4.355
[O][=C][Branch1][Ring2][O][C][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-2.1010001,-2.101
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-2.7609999,-2.761
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-2.9719999,-2.972
[O][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.4250002,-4.425
[O][=C][Branch2][Ring1][C][/C][=C][/C][=C][/C][=C][C][O][C][O][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1],-3.8529999,-3.853
[Cl][C][=C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][Cl][=C][Ring1][N],-2.5139999,-2.514
[Cl][C][=C][Branch1][N][O][C][C][=Branch1][C][=O][O][C][C][C][C][C][=C][C][Branch1][C][Cl][=C][Ring1][S],-3.78,-3.78
[Cl][C][=C][C][Branch1][C][C][=C][Branch1][#Branch2][O][C][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][=C],-3.678,-3.678
[Cl][C][=C][Branch1][#Branch2][O][C][C][C][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][Cl][=C][Ring1][=C],-3.734,-3.734
[Cl][C][Branch1][=C][C][S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][C][=C],-3.3499999,-3.35
[O][=C][Branch2][Ring1][=Branch1][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][C][C][C][Branch1][Ring1][C][C][C][C],-3.2390001,-3.239
[NH1][N][=N][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1],-0.77899998,-0.779
[S][C][=C][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][Branch2],-3.0139999,-3.014
[C][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-2.776,-2.776
[O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-0.62099999,-0.621
[Cl][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-2.53,-2.53
[N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-0.81,-0.81
[C][C][=C][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2],-3.3239999,-3.324
[N][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2],-1.5039999,-1.504
[Cl][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][C][=C][Ring1][Branch2],-3.792000100000001,-3.792
[Cl][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][N][=C][Ring1][Branch2],-3.2460001,-3.246
[O][=C][Branch1][Ring2][O][C][C][C][=Branch1][C][=O][O][C][C],-0.60799998,-0.608
[C][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][=Branch2],-4.586,-4.586
[Cl][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2],-5.5599999,-5.56
[C][Branch1][=Branch1][C][O][C][Ring1][Ring1][=C][C][=C][C][=C][Ring1][=Branch2],-1.6030000000000002,-1.603
[Br][C][Branch1][Ring1][C][Br][C][O],-0.62199998,-0.622
[C][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C],-3.683000100000001,-3.683
[Cl][C][Branch1][Ring1][C][Cl][C][Cl],-1.926,-1.926
[Cl][C][C][Branch1][C][O][C][Cl],-0.115,-0.115
[O][/N][=C][Branch1][Ring1][/C][C][\C],0.059999999,0.06
[O][=C][Branch1][Ring1][O][C][C][=C],-0.241,-0.241
[C][C][C][C][C][C][Ring1][Branch1],-3.302,-3.302
[C][C][O][C][C][C][Ring1][Branch1],0.208,0.208
[O][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=C],-3.77,-3.77
[O][C][C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],-1.0829999,-1.083
[O][=C][Branch1][=C][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][C][N][Branch1][C][C][C][C][C][C][Ring1][#Branch1],-1.546,-1.546
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][O][C][Branch1][C][N][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][O],-2.1530001,-2.153
[Cl][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N],-4.4029999,-4.403
[Cl][C][=C][Branch1][=C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][C][C][=C][C][Branch1][C][Cl][=C][Ring1][S],-6.1090002,-6.109
[Cl][C][=C][Branch1][C][O][C][Branch2][Ring1][Ring1][S][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][=C][C][Branch1][C][Cl][=C][Ring2][Ring1][C],-4.9489999000000005,-4.949
[O][Branch1][C][C][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][O],0.30000001,0.3
[N][=Branch1][S][=N][C][=C][C][Branch1][C][C][=C][Branch1][C][N][C][=C][Ring1][Branch2][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-4.5079999000000015,-4.508
[O][=C][Branch1][C][O][C][Branch1][Ring2][C][C][C][C],-0.889,-0.889
[O][=C][Branch1][Ring2][O][C][C][C][=Branch1][C][=C][C],-1.325,-1.325
[S][Branch1][=N][S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][C][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][C],-4.8600001,-4.86
[O][=C][Branch1][Branch2][O][C][C][Branch1][C][C][C][C][=Branch1][C][=C][C],-2.039,-2.039
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][=Branch1][C][=C][C],-2.25,-2.25
[O][C][C][Branch1][Ring1][C][C][C][C],-1.4069999,-1.407
[O][C][C][O][C][C][C][Ring1][Branch1],0.991,0.991
[O][=C][C][O][C][=C][C][=Ring1][Branch1],-0.113,-0.113
[C][Branch1][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.658,-3.658
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.5630000000000002,-1.563
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1],-1.47,-1.47
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][Branch1][C][N][=C][Branch1][Ring1][O][C][C][=C][Ring1][=Branch2],-0.89999998,-0.9
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][Branch1][C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch2],-1.3159999999999998,-1.316
[O][C][C][C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring1][#Branch2],-3.194,-3.194
[I][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][Cl][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2],-4.2690001,-4.269
[N][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.46000001,-0.46
[O][=C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.2920001,-1.292
[Cl][C][Branch1][C][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.809,-2.809
[O][=C][Branch1][C][O][C][C][C][C][C][C][Ring1][=Branch1],-1.4450001,-1.445
[O][=C][Branch1][C][N][C][=N][C][=C][N][=C][Ring1][=Branch1],-0.91399997,-0.914
[O][=C][Branch1][C][O][C][=N][C][=C][C][=C][Ring1][=Branch1],0.89200002,0.892
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1],-2.438,-2.438
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1],-2.0610001,-2.061
[O][=C][Branch1][C][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=Branch1][C][=O][C][=Ring1][#Branch2],-1.11,-1.11
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][N],-2.1960001,-2.196
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][N],-2.885,-2.885
[Cl][C][=C][Branch1][C][Cl][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2],-3.201,-3.201
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2],-2.4990001,-2.499
[O][=C][Branch1][C][O][C][Branch1][Ring2][C][C][C][C][C][C],-1.858,-1.858
[O][C][=C][C][=C][Branch1][#Branch1][C][Branch1][Ring1][C][C][C][C][=C][Ring1][#Branch2],-2.194,-2.194
[O][=C][Branch1][Ring1][O][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.784,-1.784
[C][Branch1][C][C][Branch1][C][C][C][=C][C][C][Branch1][C][C][=C][C][Ring1][#Branch1],-4.1960001,-4.196
[C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-3.7590001,-3.759
[O][=C][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.138,-1.138
[Cl][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],-2.845,-2.845
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.079,-1.079
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],-2.414,-2.414
[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],-4.044000100000001,-4.044
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],-3.3870001000000003,-3.387
[C][=Branch1][C][=C][C][C][C][=C][C][C][Ring1][=Branch1],-3.335,-3.335
[C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.7980001,-2.798
[C][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.526,-2.526
[Cl][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.382,-2.382
[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.712,-1.712
[N][#C][C][=C][C][=N][C][=C][Ring1][=Branch1],-0.41499999,-0.415
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.1840000000000002,-1.184
[N][#C][C][=C][N][=C][C][=C][Ring1][=Branch1],0.113,0.113
[N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.28,-1.28
[N][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.07,0.07
[O][N][=C][C][C][C][C][C][Ring1][=Branch1],-0.79799998,-0.798
[O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.43599999,-0.436
[S][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.3900001,-2.39
[C][=Branch1][C][=C][C][=N][C][=C][C][=C][Ring1][=Branch1],-0.58200002,-0.582
[O][C][C][O][C][C][C][C][Ring1][=Branch1],0.935,0.935
[C][Branch1][C][C][N][C][C][O][C][C][Ring1][=Branch1],0.93900001,0.939
[O][=C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1],-1.23,-1.23
[Cl][C][=N][C][Branch1][C][Cl][=N][C][Branch1][=N][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][=N][Ring1][#C],-4.5370002000000005,-4.537
[Cl][C][=C][C][Branch1][O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][N],-2.2230000000000003,-2.223
[Cl][C][=C][Branch1][C][N][C][=C][C][Branch1][S][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][=C][Ring1][Branch2][=C][Ring1][S],-4.2839999,-4.284
[O][=C][Branch2][Ring1][Ring1][O][C][C][C][N][Branch1][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][C][C][Ring1][#Branch1][C@H1][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.91,-1.91
[O][=C][Branch1][=Branch1][N][Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.61,-1.61
[O][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],-3.401,-3.401
[O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.9760001,-3.976
[N][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.325,-2.325
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][#C],-2.7049999,-2.705
[N][Branch1][Ring2][C][C][=C][Branch1][Ring2][C][C][=C][C][C][=C],-1.739,-1.739
[O][=C][Branch2][Ring1][Ring1][O][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][C][C][O][C][=Branch1][C][=O][C][C],-0.57499999,-0.575
[O][=C][Branch1][N][O][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Branch1][C][C][C][C][C][C],-5.6770000000000005,-5.677
[C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.6269999,-4.627
[N][=Branch1][#Branch2][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.454,-4.454
[O][=C][Branch1][Ring2][O][C][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],-2.9960001,-2.996
[Br][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.675,-3.675
[N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0.917,0.917
[N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.7009999999999998,-1.701
[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.62699997,-0.627
[O][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.332,-2.332
[O][=C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.91399997,-0.914
[N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][C][C][C],-1.052,-1.052
[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-1.325,-1.325
[O][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C],-2.095,-2.095
[O][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C],-1.033,-1.033
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][Ring1][#Branch2],-1.913,-1.913
[S][=C][Branch2][Ring1][Ring2][N][/N][=C][/C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][Ring1][#Branch2][N],-3.4289998999999995,-3.429
[C][Branch1][Ring1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.0560002,-4.056
[C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-7.959000099999999,-7.959
[N][C][C][Branch1][Branch1][C][C][C][C][C][C],-1.7130001,-1.713
[O][C][C][Branch1][Branch1][C][C][C][C][C][C],-2.1700001,-2.17
[C][Branch1][C][C][C][=C][N][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-1.0039999,-1.004
[O][Branch1][C][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-0.76800001,-0.768
[O][=C][Branch1][C][O][/C][=C][/C][N][=C][NH1][C][=Ring1][Branch1],-1.964,-1.964
[C][Branch1][C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2],-3.733,-3.733
[O][C][C][Branch1][Ring2][C][C][C][C],-1.2309999,-1.231
[O][C][Branch1][Ring1][C][#C][C][C][C],-0.412,-0.412
[O][=C][Branch1][Ring2][O][C][C][C][C],-0.72600001,-0.726
[Cl][C][C][=Branch1][C][=O][O][C][C],-0.8009999999999999,-0.801
[O][=C][Branch1][Branch2][O][C][Branch1][Ring1][C][C][C][C],-1.273,-1.273
[O][=C][Branch1][Ring2][O][C][C][C][C][C],-1.375,-1.375
[O][=C][Branch1][Ring2][O][C][C][C][C][#N],-0.75199997,-0.752
[O][Branch1][Branch2][C][Branch1][Ring2][O][C][C][C][C][C],-0.42899999,-0.429
